point,x,y,answer
p151,236.47538950662585,359.5416510106379,1
p152,281.2051598648316,396.480733321596,1
p153,255.58901497837095,383.49587616198966,1
p154,291.964421437031,364.0191571491388,1
p155,267.45461036116643,377.4745075642641,1
p156,241.90737214727736,418.2612551575221,1
p157,270.585425783856,411.4445058866048,1
p158,282.3615375817644,389.39413527005365,1
p159,261.01921520228683,381.16428845128087,1
p160,247.6383880641515,388.259671119977,1
p161,238.16547110314852,411.693678805649,1
p162,208.0406944836437,458.26885916790974,1
p163,199.7281498653637,360.7130574660156,1
p164,261.9630930957552,422.51320891571424,1
p165,243.24430238675023,419.22137877990025,1
p166,221.444197632473,375.04407745184267,1
p167,221.36668941555723,383.22049923688166,1
p168,245.61726277667836,400.68015588969865,1
p169,188.8601469588908,396.9896521553703,1
p170,223.2647806791264,391.24160343781256,1
p171,183.4524899669766,416.9687714400355,1
p172,212.700963215928,395.9373179563427,1
p173,188.44438987017944,419.5771537869567,1
p174,156.34740006582416,371.8443111754757,1
p175,175.44192323220034,409.0998475428285,1
p176,203.51883501295623,461.1813985841185,1
p177,217.10890421551133,413.5223624937152,1
p178,187.98739708838573,389.6267448440513,1
p179,185.1726287607078,412.40722051649726,1
p180,192.571202592679,397.5965979264401,1
p181,195.62325963313828,469.7243796606359,1
p182,173.92498604293627,437.10433700546616,1
p183,195.02885711950796,414.30917954517633,1
p184,178.17599231114386,427.9983583339126,1
p185,171.50422827385523,405.68701932632655,1
p186,166.42213864636946,445.0558724202986,1
p187,206.32630437254957,460.1144947176136,1
p188,224.4850214862473,409.51817653058754,1
p189,183.14922197052056,439.22283683948126,1
p190,219.7563643388691,410.6392943834712,1
p191,125.94602808684958,418.0537768657848,1
p192,84.48906762733117,421.3918205778832,1
p193,122.49318024901856,442.78675696838246,1
p194,152.5741408605733,495.6520540034136,1
p195,167.88167526822713,423.1332748072407,1
p196,109.4573321210426,456.25284309162737,1
p197,93.83701861685196,497.475300565533,1
p198,165.8550085252433,429.473882934231,1
p199,76.099223954926,485.1642437201097,1
p200,121.0723018298952,482.6627475067807,1
p201,73.68480505255594,428.5084200699962,1
p202,118.67810178006296,448.84169018626375,1
p203,102.01611926975852,467.0415237498403,1
p204,80.48101835351025,444.9895099580491,1
p205,113.1044219709716,465.580007860234,1
p206,127.82441410132928,417.2745730379069,1
p207,57.42756953811906,490.1921438019601,1
p208,110.39017350433625,430.23622331994034,1
p209,143.9199221073668,456.9709829100033,1
p210,129.72385910434218,456.3171350066188,1
p211,153.1220531441633,507.7235235183491,1
p212,80.78057405749018,484.9629949859676,1
p213,104.55599182584974,497.60820221703375,1
p214,53.187676657287454,477.8449801932417,1
p215,110.82435530375888,405.1961963766803,1
p216,40.505799581054006,397.45709645129375,1
p217,64.84909935160394,480.8167198366149,1
p218,114.92570182008434,462.1503696047167,1
p219,115.63320039256884,419.1422149752203,1
p220,12.58918411220762,459.47719439744577,1
p221,72.12484528174792,460.7417600548421,1
p222,-4.5117335135582834,459.60856607921903,1
p223,15.282637341221315,482.9124740394002,1
p224,62.3165299803472,435.1465785141133,1
p225,32.801225000014654,432.0677646409004,1
p226,43.232421642183375,492.9801419839942,1
p227,12.433609886059736,479.9094547668608,1
p228,22.98741679114576,441.44452788045527,1
p229,32.57126874750455,434.596545862172,1
p230,16.057137621736672,430.1210138795735,1
p231,88.49033403492653,467.4992088440586,1
p232,5.436427196963237,473.22505258203086,1
p233,19.9357356469051,460.52130721250273,1
p234,38.60585842691022,490.20073979206927,1
p235,1.139122230941318,450.5064350821996,1
p236,5.674047360822229,399.00916962951874,1
p237,-34.66042608187786,509.33919204035067,1
p238,57.01243416900488,461.1083689436156,1
p239,21.826721748875883,478.1437578169187,1
p240,93.7616840183138,502.60061155717307,1
p241,-5.5782605034108,440.5345618364747,1
p242,-53.071230517842366,475.4723873790254,1
p243,-30.70646319959665,426.8488560511321,1
p244,-30.55209519230856,437.1982962118628,1
p245,36.31962859124103,496.2024728913493,1
p246,-17.674131517829757,514.2404188083508,1
p247,-18.25473091286736,444.07265015055657,1
p248,21.976742259765995,486.1278234124478,1
p249,-57.975812647014266,464.2799700855603,1
p250,-56.268547601542686,428.5160080710699,1
p251,-5.356245556830228,527.2726296421724,1
p252,-78.24004715625057,486.8495992026252,1
p253,-58.94349693135894,455.2974146774636,1
p254,-60.33686544883478,443.9223715512555,1
p255,-44.249730700719326,444.8247766905347,1
p256,-40.73138656157212,468.1375930368205,1
p257,-59.15250056492479,442.2895574778144,1
p258,-72.42529900693484,492.0302150777814,1
p259,-43.23175161228083,439.874117710531,1
p260,-58.41529060177992,491.55497791528944,1
p261,-114.61217129084407,485.1070589520107,1
p262,-87.54211553234182,485.69741018810174,1
p263,-93.69308048035428,414.1865009970794,1
p264,-122.75187141186647,469.50935297142775,1
p265,-69.26248160761273,440.6514835484078,1
p266,-61.02308366228629,417.6299066225813,1
p267,-85.28797109704942,430.8199092056258,1
p268,-105.98327567080564,468.2276153994966,1
p269,-115.36098100595348,454.9046359580121,1
p270,-62.477832505718965,448.7505945715444,1
p271,-70.71141618418696,431.7626098950248,1
p272,-83.00102000486055,508.4777714680626,1
p273,-176.15472627994478,440.8812016372112,1
p274,-87.80063074496238,458.2345107876672,1
p275,-97.08285631897614,445.7246146960943,1
p276,-108.7208889732548,458.6726550421717,1
p277,-79.38326050657273,470.45492287353545,1
p278,-107.383449625382,449.9258582809287,1
p279,-135.23106853574356,448.7458568630762,1
p280,-111.8570930215134,448.5140909397365,1
p281,-118.08148831853777,522.8072826810302,1
p282,-103.72124915425276,450.1468202270882,1
p283,-96.89488672002238,447.0481909720895,1
p284,-197.1472910163629,428.3914724565746,1
p285,-195.19537832904692,447.4129764481344,1
p286,-141.58282909900407,507.55655576154703,1
p287,-135.38689212537048,449.9762396267973,1
p288,-123.36733107635766,389.48180718710046,1
p289,-144.23117865444675,478.1892540616619,1
p290,-198.70253095582268,488.6042018605234,1
p291,-147.23047061685872,441.0421064641935,1
p292,-141.4372971617599,520.8116051507689,1
p293,-157.99500700843294,459.30845673401495,1
p294,-180.25679474487,425.5185047090992,1
p295,-144.5854785232873,424.4643280612055,1
p296,-170.36264411840625,434.9311711057345,1
p297,-161.14868864174414,458.36588893802366,1
p298,-147.3945924607805,432.1317804076791,1
p299,-189.61388287518812,417.1267592851401,1
p300,-197.83729498975717,456.8472729389224,1
p301,-164.78360132829184,416.8831127698186,1
p302,-164.38362730043497,484.2182882615206,1
p303,-181.04096773076023,498.8354119666444,1
p304,-219.62344823460057,404.1556268470897,1
p305,-252.73056758977404,485.3217138217882,1
p306,-182.6904918966368,437.6993886996234,1
p307,-196.86810130603493,404.5102719551448,1
p308,-134.83337996812062,441.0411066875628,1
p309,-207.855839514126,457.80855494606624,1
p310,-199.6319993902376,441.6047636724997,1
p311,-240.6938365322596,447.8666273814105,1
p312,-163.4288128666496,472.9012048018784,1
p313,-174.99639733951634,415.99989964212193,1
p314,-255.37497802635863,426.34231607994576,1
p315,-226.90219794872948,461.703058396119,1
p316,-282.22715674827595,473.50709589427714,1
p317,-239.0647743255442,413.53936160332887,1
p318,-267.5509217544471,375.4072851865248,1
p319,-215.3477466870457,425.9417512862106,1
p320,-281.588472774768,383.5611630711013,1
p321,-255.8015638191834,471.13762544278313,1
p322,-256.3456238663747,374.6083371896423,1
p323,-258.75140744202923,410.1388113001877,1
p324,-335.0982073332632,415.2918660800976,1
p325,-263.9232857760337,436.38945303858645,1
p326,-204.32124746238355,447.865175293205,1
p327,-270.6421997553741,379.4198784039775,1
p328,-188.1511719851705,412.92216623791126,1
p329,-267.70122307658124,408.934402481978,1
p330,-264.9342942278221,403.8225276642135,1
p331,-290.8349230690734,390.2254591677483,1
p332,-277.3462688806257,388.7891342007499,1
p333,-300.47792615006034,406.728257413002,1
p334,-289.46091734050606,447.0814982538984,1
p335,-364.049802126976,433.1162190596457,1
p336,-249.8372111158244,336.5616211245816,1
p337,-300.18929913276526,385.9954898697738,1
p338,-334.81266582218257,372.1627402696196,1
p339,-328.57286751734205,446.4070813452503,1
p340,-269.84304569507435,430.3106156008324,1
p341,-278.9104641421408,356.6007380125677,1
p342,-318.9327813555277,403.4452568579085,1
p343,-342.4867695809735,408.42916971175725,1
p344,-315.6475701888381,374.0533253714184,1
p345,-289.7128898799606,396.8681864818621,1
p346,-324.4634595379507,416.5461929151411,1
p347,-348.6479626252924,398.4541228710541,1
p348,-300.99331397208243,368.8832321791722,1
p349,-311.56124916702447,338.81367492498794,1
p350,-296.1718155700295,368.961433094184,1
p351,-342.1101006961008,404.1242196306677,1
p352,-350.0828022450423,328.52965354453147,1
p353,-378.1636460502295,387.0775183096546,1
p354,-372.3780294221913,419.6390247834486,1
p355,-398.911409063,415.9711972365463,1
p356,-332.5992825290887,360.2428227121976,1
p357,-357.74146284832466,373.16948871885626,1
p358,-344.9747217180957,392.3302072440074,1
p359,-342.85825149670103,361.76058294322326,1
p360,-359.6203612407606,353.5482526762626,1
p361,-341.89227352153046,301.94145162497614,1
p362,-393.9735434478936,373.5191783264053,1
p363,-350.7908995066012,343.6614575537805,1
p364,-357.73985988451653,357.553141528902,1
p365,-376.84872307110686,321.7063930531603,1
p366,-357.13057606419534,313.61938938364017,1
p367,-353.09520559692584,289.7933782422344,1
p368,-336.79173494074297,352.9344831514783,1
p369,-362.2957973317933,366.1084026296455,1
p370,-322.3093196304671,364.91541566124965,1
p371,-429.78313113362367,293.93925609145225,1
p372,-395.5712102372729,330.93724395027846,1
p373,-363.5529388826627,306.1959271163115,1
p374,-375.72198196511215,303.10635063404305,1
p375,-401.8989246830322,281.3535576878271,1
p376,-413.4648359879698,280.7744467309346,1
p377,-417.2444391002356,350.69196339497154,1
p378,-418.6364791089118,395.7981148515241,1
p379,-377.5270280670967,320.1019879045204,1
p380,-420.2350471161422,333.282849346614,1
p381,-413.8968078984133,313.6369838005703,1
p382,-321.9540225310231,304.7846070687728,1
p383,-366.3926865807993,284.2474955145834,1
p384,-404.0202274269999,356.12995278619115,1
p385,-423.8645465488629,355.0293894017338,1
p386,-385.8931323043877,281.41887459965017,1
p387,-390.2087254726953,325.0934961392412,1
p388,-392.5669566392081,246.42123918800843,1
p389,-435.06061867942105,283.70076752174697,1
p390,-417.4896242608961,307.3321578008651,1
p391,-411.9205000713693,246.22475019525928,1
p392,-407.8252152533328,302.1632530038649,1
p393,-404.40169185036285,313.817312010695,1
p394,-398.1265514318423,292.70520892202023,1
p395,-427.1824775316046,226.6246988210085,1
p396,-414.1066527499401,280.195779462196,1
p397,-420.74985465342434,233.16231356990295,1
p398,-463.2151886476862,300.5470771287465,1
p399,-433.8405974712606,286.8734310017084,1
p400,-433.6589459035598,264.785310331109,1
p401,-408.1985680372671,245.86389798776685,1
p402,-435.28600205036247,244.91809304998253,1
p403,-453.0109414856957,246.94089909323617,1
p404,-435.1022856652023,239.2720159134739,1
p405,-405.86760337007536,224.20346985948012,1
p406,-450.9040989227472,235.24587649586863,1
p407,-403.6298802759737,251.71957860956223,1
p408,-417.8086838370118,198.63036217602544,1
p409,-442.4607831730068,267.24954993214106,1
p410,-449.6954430727448,269.87780874145886,1
p411,-469.3576215455528,277.53601535893443,1
p412,-386.5302971887685,221.70215816745804,1
p413,-470.5037914916708,273.5102056238857,1
p414,-411.3761637249048,211.53396607615508,1
p415,-472.9766180148477,216.06716960937032,1
p416,-502.29522392744593,194.2520424233545,1
p417,-493.6595735848071,196.0586257166216,1
p418,-466.1324239563663,223.39011275024143,1
p419,-420.1162126205378,183.67444164050244,1
p420,-438.6236680676343,204.45717172409235,1
p421,-471.1420663848512,228.3636865989676,1
p422,-504.82727386434567,216.8242584681877,1
p423,-467.622089419836,217.34907695897357,1
p424,-465.39316508953766,273.4489345080708,1
p425,-494.6354616217233,181.0653412197189,1
p426,-495.6149278683748,177.52729447020852,1
p427,-497.4421322118135,227.0496114526773,1
p428,-437.0874983434899,171.43549451298213,1
p429,-506.0376468772282,199.8704895320716,1
p430,-498.98021756143896,201.8776003152016,1
p431,-477.65452164501954,134.5705407559861,1
p432,-438.62782930259607,231.0641206895076,1
p433,-504.729454416283,162.69349057009504,1
p434,-479.0446245887116,181.48692155644213,1
p435,-469.1209846618056,228.8800814803808,1
p436,-495.4243405077567,141.73791608244758,1
p437,-532.7159467754933,140.86409494044068,1
p438,-493.532412603443,213.7262836664341,1
p439,-509.2509156384159,163.6932414180671,1
p440,-495.3809298263083,189.7140745457814,1
p441,-420.2275834528968,135.21162016466326,1
p442,-511.8476545038527,179.53076566869757,1
p443,-477.8181986853068,200.6683798677105,1
p444,-481.84908326715816,131.54269886364676,1
p445,-482.72073955634346,172.6300675401329,1
p446,-476.8808025105113,151.6279931947122,1
p447,-470.53129690222784,168.52288254084132,1
p448,-462.0843827662464,149.93310153129391,1
p449,-509.561614904653,131.89467042065198,1
p450,-469.3329891523261,100.00042705785668,1
p451,-495.4294714924223,109.7174704465662,1
p452,-506.569927685277,156.87434666673644,1
p453,-502.6230537388182,116.91117985882032,1
p454,-550.0565787380856,134.89723821580466,1
p455,-490.7823174042393,174.39319471877835,1
p456,-520.247182841633,113.0504775885807,1
p457,-504.3803286336823,150.77459305309185,1
p458,-515.5496853882455,108.79139891805868,1
p459,-495.2638485897213,102.98363653638188,1
p460,-527.6845890008314,100.16764336937663,1
p461,-482.8543457492598,60.504156415371895,1
p462,-511.82677623293074,67.2458740636871,1
p463,-480.6978566233181,39.49910619478199,1
p464,-534.0310918114362,93.45173672662614,1
p465,-470.9926600923435,77.09911286608153,1
p466,-535.2900475848927,132.4382670442451,1
p467,-562.7308691752233,6.96712568633825,1
p468,-506.7270926905235,54.79336352662519,1
p469,-551.1822432355884,88.02542744441074,1
p470,-513.8296039512084,46.768298370760434,1
p471,-560.1317344577917,86.77660166197296,1
p472,-502.7761319258429,54.53625357425644,1
p473,-467.42318769306905,22.314179366582245,1
p474,-569.1087272316762,30.561340501004324,1
p475,-525.2117507882338,55.51741599979624,1
p476,-531.5629541046469,55.674456455807466,1
p477,-562.3342420270387,85.31832939832387,1
p478,-527.6952482001027,72.41402028996285,1
p479,-515.3720551434221,49.48477612075471,1
p480,-508.9643322502728,46.0978735826715,1
p481,-507.1596194888805,69.42315595140771,1
p482,-520.91002016896,47.69830516439609,1
p483,-529.8424660271162,66.50909360111422,1
p484,-547.7672775524281,74.20907041293196,1
p485,-528.9857208208703,-25.869096404284264,1
p486,-524.2236721242626,-6.505951448874846,1
p487,-503.1136575473532,-8.783413594992993,1
p488,-541.9649531267503,-49.02281916439964,1
p489,-542.3754427580849,-68.1863669416659,1
p490,-576.5304489187075,24.20769944898549,1
p491,-505.62677029496257,11.02299409456106,1
p492,-558.3777625968851,-6.309181594374564,1
p493,-529.6245435117794,-42.76688151684381,1
p494,-484.5427872672801,15.16596005223741,1
p495,-536.3822053977557,-13.488045291099958,1
p496,-523.5906104032234,-78.68699833106004,1
p497,-537.3264976660224,-41.03530758222995,1
p498,-560.0091223987555,-32.14998884490245,1
p499,-476.0595346225829,-7.633142179210365,1
p500,-547.1353696934839,-12.822516559315185,1
p501,-488.00946733048846,-5.402561495396375,1
p502,-528.1716110043028,-55.69112327284351,1
p503,-508.9644767819968,-27.619658295051615,1
p504,-502.986298040818,-23.509893671209703,1
p505,-498.26669872328574,-61.76243588588125,1
p506,-490.12291435126485,-42.91710319419538,1
p507,-467.2586411603044,-72.6596937016196,1
p508,-477.2895642080512,-49.18483558600528,1
p509,-548.7433151629209,-72.77584226264187,1
p510,-538.6237834599654,-48.67028137259918,1
p511,-513.1211885395476,-81.74101297536028,1
p512,-529.3100878981364,-3.395292005610493,1
p513,-476.5066689139936,-57.70559569385788,1
p514,-526.9267002265402,-70.32465847382383,1
p515,-509.3754431196275,-107.73793361520944,1
p516,-535.1968046133504,-130.23837964193527,1
p517,-515.1737015203411,-63.88969894654767,1
p518,-541.3012491289854,-39.20858953803984,1
p519,-563.214272174977,-133.47982645372946,1
p520,-519.3237961004397,-61.2536677037875,1
p521,-475.1359847910172,-109.54870743220953,1
p522,-492.8702878453867,-100.05039942734032,1
p523,-529.96687829955,-75.49559315152601,1
p524,-504.7561860165544,-152.40455926990614,1
p525,-479.547959805792,-66.81449189569182,1
p526,-542.1098531492199,-99.4444765943195,1
p527,-508.00139198601687,-106.5965093816497,1
p528,-538.7913218799653,-137.66023052577958,1
p529,-522.4892246274082,-85.42101123578779,1
p530,-504.8356207265113,-134.80908725544555,1
p531,-497.3942974022167,-212.2310126443325,1
p532,-485.4645551809603,-182.0464036205466,1
p533,-530.1636804048301,-166.52140122372492,1
p534,-557.4745060557239,-101.17875133967168,1
p535,-531.9894170087305,-128.6765042463498,1
p536,-518.6710537596641,-127.82415565799695,1
p537,-514.2445987592556,-183.68448006395244,1
p538,-485.9278618739227,-163.06219600670178,1
p539,-561.7607552048455,-164.14307022668115,1
p540,-469.26878684528623,-128.83829131902272,1
p541,-523.9603079134532,-167.8630939712441,1
p542,-522.3398709531584,-98.11831363812318,1
p543,-500.4037755780583,-150.54974524445566,1
p544,-480.1053321720877,-159.3122929878672,1
p545,-517.9181072130926,-175.38604849216398,1
p546,-511.4089322911098,-173.62629833028336,1
p547,-486.5271394703058,-173.959706839917,1
p548,-485.4530700568541,-180.942288191775,1
p549,-504.1306150491266,-241.46365535235032,1
p550,-478.0384279065024,-174.11384291053386,1
p551,-474.6077691993577,-274.38092117346304,1
p552,-440.8979113539504,-194.65949374826,1
p553,-469.28605308777696,-224.6411926412372,1
p554,-483.1120507945551,-228.01223915670303,1
p555,-519.1534532979869,-141.94801950664217,1
p556,-505.0874008498374,-195.79847539186693,1
p557,-472.1729114534335,-190.3967034564515,1
p558,-492.65190407399865,-197.25710928263877,1
p559,-423.9330886719572,-212.8662472632804,1
p560,-488.8552715426768,-182.5426444621106,1
p561,-460.5567986785911,-181.3686937020888,1
p562,-473.3766967563535,-254.1796951428151,1
p563,-442.3334239660245,-257.18235792925896,1
p564,-481.03685972576415,-248.31510891918205,1
p565,-490.8014632397803,-218.711073008286,1
p566,-477.9798698469505,-218.7955952297729,1
p567,-437.934455629992,-220.71850832275507,1
p568,-492.37768440121727,-208.2651754479913,1
p569,-448.05809760281926,-276.8710986600129,1
p570,-464.491524137514,-221.85446351320937,1
p571,-489.9938847849012,-204.4568184411309,1
p572,-484.2042933941613,-244.79058972132023,1
p573,-483.512673121134,-250.91174409200684,1
p574,-509.8089646824879,-297.3931345228451,1
p575,-427.6681101974348,-282.4040903193232,1
p576,-503.8099948904615,-324.3916337188553,1
p577,-491.7845080969127,-302.2682328409541,1
p578,-421.8851584133856,-235.05745340238727,1
p579,-490.3026654506098,-200.5460276736403,1
p580,-438.7003754121839,-280.62177855611634,1
p581,-541.6133988511672,-204.896785684944,1
p582,-506.7790513376707,-325.7256331828527,1
p583,-432.85823762195577,-205.89998047956735,1
p584,-420.43352404110215,-264.8943272163096,1
p585,-442.52838325201327,-258.91824111177635,1
p586,-435.9954704032232,-278.78402417167194,1
p587,-454.0126827310913,-291.7864651473405,1
p588,-478.11617856334624,-301.0075672866511,1
p589,-504.6276724684032,-298.2057809572096,1
p590,-481.821695965535,-331.0210770059715,1
p591,-445.0754666144801,-258.8005574731,1
p592,-421.2145218410015,-350.3121914758298,1
p593,-476.7280609036957,-277.5997996745686,1
p594,-474.7725714040556,-315.1768027440047,1
p595,-427.0387241665444,-340.0920225719744,1
p596,-438.6050336298349,-353.6552394109244,1
p597,-458.01708398126254,-306.62260477301936,1
p598,-485.959437364542,-305.5721095723219,1
p599,-436.93621618434736,-304.7705412017737,1
p600,-427.79107316553376,-282.9684132470214,1
p601,-428.8972077761238,-339.3105763142871,1
p602,-427.1145673444698,-312.6535506576678,1
p603,-427.4314176595144,-330.2470201083959,1
p604,-448.0549499581203,-353.8521763738312,1
p605,-467.155664341836,-283.96622453088014,1
p606,-460.460113130048,-359.7169624790444,1
p607,-442.74762325536994,-314.5461589357232,1
p608,-428.07964113227246,-306.4134184651383,1
p609,-437.456248826683,-337.9152560898481,1
p610,-440.3170329856874,-284.3575210411432,1
p611,-448.8744559755603,-341.8317052814814,1
p612,-392.207949077761,-341.11400786117724,1
p613,-414.73958741069214,-359.81148364244217,1
p614,-405.8113462086786,-362.7029379253329,1
p615,-376.13916131138245,-294.34024261408547,1
p616,-419.695326262326,-404.10002310449823,1
p617,-403.5193478199073,-287.9515081387304,1
p618,-422.8667957181789,-318.49289989719017,1
p619,-346.2966486889868,-386.5843366124494,1
p620,-377.4148213351475,-323.42165427048826,1
p621,-403.7003973231479,-380.66431499674513,1
p622,-407.6049398624127,-407.2693548271885,1
p623,-407.4465678628957,-415.8009174996041,1
p624,-384.74533455686577,-404.4241818311839,1
p625,-376.5398132395512,-430.23025997938265,1
p626,-371.3985779329909,-360.7619697563749,1
p627,-438.89477877388,-376.7465444154884,1
p628,-339.9965831322037,-426.4437430046896,1
p629,-324.3797325885432,-379.755994812542,1
p630,-393.4239086370966,-396.15738604043696,1
p631,-353.22688198555784,-394.34751136890776,1
p632,-351.5037242871211,-426.376766471468,1
p633,-360.2619635472775,-443.2823212765192,1
p634,-366.34271555758687,-430.0878019560347,1
p635,-382.72183093951895,-367.9727395589166,1
p636,-325.55357425865014,-388.85154674083657,1
p637,-388.6862455906165,-418.6732111352051,1
p638,-317.1350497853466,-406.9697480965268,1
p639,-281.5464403888415,-401.4469682228436,1
p640,-342.9505213796438,-424.5301153139697,1
p641,-342.2788538130938,-421.8256251907832,1
p642,-322.6024203446924,-390.53008127967433,1
